Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Tournelle	GPE	"at Nazeby, or were witty like they were at Tournelle, and the German governess said ""Ach"" to"	504	Tournelle, Quai de la Marine, 89000, Auxerre, Yonne, Bourgogne-Franche-Comté, FRA	POI	Parking	Quai de la Marine	Marine		Auxerre	Yonne	Bourgogne-Franche-Comté	France	FRA	3.574390000000051	47.80079000000006	100	
Lancashire	GPE	me, and I discovered he is the Duke of Lancashire. He is ordinary looking, and his shirts fit	509	Lancashire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-2.63000999999997	53.84331000000003	100	
Park	GPE	Adeline suggested that she and I should bicycle in the Park, which has miles of lovely road (she is	527	PRK, MYS	Locality	State or Province						Perak	Malaysia	MYS	101.10462501200004	4.76951802800005	100	
Empire	GPE	a Cora de la Haye, who dances at the Empire, and a diamond necklace, and how he was	539	Empire, CA, USA	Locality	City				Empire	Stanislaus County	California	United States	USA	-120.89932999999996	37.637920000000065	100	
Paris	GPE	Mademoiselle never would let me stop and look at in Paris. I am sure Lady Carriston can't have been	540	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
France	GPE	visit, and when she heard I had been in France, she talked a lot about the fashions. She	567	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
France	GPE	know what day it was that I crossed over to France after leaving Hazeldene Court—he would have taken such	570	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
France	GPE	Then he asked me if the people were nice in France? and when I said perfectly charming, he said	570	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Norfolk	GPE	"sportsman, had he taken the huge Quickham shoot in Norfolk? Then Mr. Hodgkinson chimed in: ""Oh!"	578	Norfolk, VA, USA	Locality	City				Norfolk	City of Norfolk	Virginia	United States	USA	-76.28513999999996	36.84686000000005	100	
Nice	GPE	that Sir Charles Helmsford was with on the promenade at Nice, when you would not let me bow to him	602	Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Nice	Alpes-Maritimes	Provence-Alpes-Côte d'Azur	France	FRA	7.271454888000051	43.69597806500008	100	
Octavia	GPE	Duke of Meath—he had just finished taking in Octavia—he is such a nice boy; and then	605	Octavia, NE, USA	Locality	City				Octavia	Butler County	Nebraska	United States	USA	-97.05886999999996	41.34728000000007	100	
England	GPE	to me, Mamma, to find that gentlemen in England behave like this, I call it awfully disappointing,	625	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
china	GPE	We had gold plate with the game, and china up to that, and afterwards Lady Greswold talked to	641	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Niagara Falls	GPE	played softly all the time, behind a kind of Niagara Falls at the end of the room, which is magnificent	643	Niagara Falls, NY, USA	POI	Waterfall						New York	United States	USA	-79.06948865099997	43.08458754000003	100	
Yorkshire	GPE	, that he had to go to another party in Yorkshire, and was as cross as a bear because he	644	Yorkshire, VA, USA	Locality	Village				Yorkshire	Prince William County	Virginia	United States	USA	-77.44777999999997	38.793310000000076	100	
London	GPE	ridiculously old-fashioned and particular, and actually in London won't go to places unless he knows the host	646	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Yorkshire	GPE	place. I asked him why he was not in Yorkshire, and he said that he thought, after all	649	Yorkshire, VA, USA	Locality	Village				Yorkshire	Prince William County	Virginia	United States	USA	-77.44777999999997	38.793310000000076	100	
Yorkshire	GPE	, and that is why he did not go to Yorkshire. Sir Trevor monopolised most of the conversation, until	649	Yorkshire, VA, USA	Locality	Village				Yorkshire	Prince William County	Virginia	United States	USA	-77.44777999999997	38.793310000000076	100	
Versailles	GPE	to me as the Vicomte's riding all night from Versailles. She laughed—but it was not a very	651	Versailles, Place d'Armes, 78000, Versailles, Yvelines, Île-de-France, FRA	POI	Historical Monument	Place d'Armes	Armes		Versailles	Yvelines	Île-de-France	France	FRA	2.1207600000000753	48.804770000000076	100	
china	GPE	took us to see the pictures and the collections of china and miniatures; and she talks about them all just	662	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Octavia	GPE	Octavia's Philosophy	668	Octavia, NE, USA	Locality	City				Octavia	Butler County	Nebraska	United States	USA	-97.05886999999996	41.34728000000007	100	
Paris	GPE	financiers, so he had gone to live quietly in Paris. I don't know what it meant, but	681	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
