Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
St. John's	GPE	Knaggs,” that very morning at his house in St. John's Wood.	794	St John's, Saint John, ATG	Locality	City				Saint John		Saint John	Antigua and Barbuda	ATG	-61.84328999999997	17.120960000000025	100	
London	GPE	n't it these Cockney cads who turned him adrift in London? I ought to have gone to them last night	796	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	to keep my hands off that smug little lump of London inhumanity! Kept me waiting while he finished his breakfast	799	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	sorry for me, but what could he do? London was a large place, and “we Londoners”	801	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	boys who were friends of our boys. He said London life was different; and I said so I could	801	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	a trigger in his life before, was going about London with a loaded revolver in his pocket!”	805	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Ayslum	GPE	school was not a school at all, but an Ayslum!	850	Asylum, Ukiah, CA, USA	Locality	Village				Ukiah	Mendocino County	California	United States	USA	-123.19887999999997	39.134330000000034	83.33	
Phillida	GPE	the English boy was either dense or indifferent, and Phillida's great eyes were in some other world. Baumgartner	854	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
England	GPE	, where “the most popular and handsome pair in England” (the inverted commas were in the doctor's	854	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Leicestershire	GPE	allusion was to the lad's letter, due in Leicestershire that morning, it was as happy as all Baumgartner	886	Leicestershire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.1140699999999697	52.66667000000007	100	
Phillida	GPE	the piano, as he might have been, for Phillida was trying to recall one of the concert songs he	922	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
London	GPE	Sunday in London has got itself a bad name among those who occasionally	924	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Phillida	GPE	door shut, and there was a long period without Phillida, until it opened and shut again, and in	924	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	thought he saw a reciprocal softening on the part of Phillida. There had been none to see yesterday or the	926	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Italy	GPE	“Italy is a country where one can live,” said	930	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
London	GPE	young fellow; there is something to be said for London, especially on a Sunday. No organs from my	930	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Italy	GPE	especially on a Sunday. No organs from my dear Italy, none of those so-called German bands which	930	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Germany	GPE	of those so-called German bands which we in Germany would not tolerate for a moment; no postman every	930	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Phillida	GPE	the speaker's eye, but found it fixed on Phillida, who had not looked up. Instinct prompted Pocket	931	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	, with benevolent but futile hypocrisy, embarrassing enough to Phillida, but not more so than if she had still	934	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Boismont	GPE	of the basket in the doctor's room instead of Boismont's book on hallucinations. There had been no hallucination	947	Boismont, Briey, Département de Meurthe-et-Moselle, Grand Est, FRA	Locality	City				Briey	Département de Meurthe-et-Moselle	Grand Est	France	FRA	5.739440000000059	49.40611000000007	100	
Leicestershire	GPE	room; for not only had Mr. Upton decamped for Leicestershire, without a word of warning to anybody, on	948	Leicestershire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.1140699999999697	52.66667000000007	100	
England	GPE	never stays away a Sunday unless he's out of England altogether; she couldn't understand it, and was	955	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Australia	GPE	son. Did the boy take any special interest in Australia?”	969	Australia	Locality	Country							Australia	AUS	134.48403119800003	-25.70993156999998	100	
Italy	GPE	how very valuable this was to me. Germans love Italy, the little man explained; but I said that	985	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Germany	GPE	the one point on which I should never yield to Germany—and I thought I was going to be kissed	985	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Park	GPE	of the fact that he found him wandering in the Park, in the early morning, breathless and dazed,	1011	PRK, MYS	Locality	State or Province						Perak	Malaysia	MYS	101.10462501200004	4.76951802800005	100	
Melbourne	GPE	the ship touched nowhere between the East India Docks and Melbourne; he would be out of the world for three	1019	Melbourne, Victoria, AUS	Locality	City				Melbourne		Victoria	Australia	AUS	144.96751000000006	-37.81738999999993	100	
Plymouth	GPE	“I'm letting her go as far as Plymouth,” said he, “where one or both	1022	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Melbourne	GPE	said she didn't touch anywhere between the docks and Melbourne?”	1023	Melbourne, Victoria, AUS	Locality	City				Melbourne		Victoria	Australia	AUS	144.96751000000006	-37.81738999999993	100	
Plymouth	GPE	owners happens to have gone round in the ship to Plymouth for the trip. I got it first from an	1024	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Plymouth	GPE	. One or two pasengers are only going aboard at Plymouth, so she certainly won't sail again before to	1024	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Paddington	GPE	saw—if you go down by the 12.15 from Paddington to-night.”	1024	Paddington, Cheshire, England, GBR	Locality	District				Paddington	Cheshire	England	United Kingdom	GBR	-2.545203163999929	53.39910695300006	100	
