Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Edinburgh	GPE	come, for she has never been farther south than Edinburgh, but she would not be denied. So she	1583	Edinburgh, City of Edinburgh, Scotland, GBR	Locality	City				Edinburgh	City of Edinburgh	Scotland	United Kingdom	GBR	-3.1891070809999746	55.95333947800003	100	
London	GPE	home, and he has got himself rigged out in London, and had his hair cut, so that he	1587	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Avonmouth	GPE	“Well, since I came into Avonmouth air,” said he, “I fear nothing	1593	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Trinidad	GPE	living on very small means on a Government appointment in Trinidad. I believe it would be the bitterest pill to	1595	Trinidad, BOL	Locality	City				Trinidad	Cercado	Beni	Bolivia	BOL	-64.89862999999997	-14.830929999999967	100	
Myrtlewood	GPE	not prepared for what met him on his return to Myrtlewood. On opening the drawing-room door, he	1600	Myrtlewood, AL, USA	Locality	City				Myrtlewood	Marengo County	Alabama	United States	USA	-87.95109999999994	32.250620000000026	100	
Avonmouth	GPE	upon views that would have put their joint residence at Avonmouth on so different a footing; above all, when	1623	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Avonmouth	GPE	and the view with which he had placed himself at Avonmouth; nor was he in the slightest degree disconcerted by	1624	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
India	GPE	lads, and what with school, sea, and India, they will be easily disposed of.”	1631	India	Locality	Country							India	IND	79.44332654800007	23.379379735000043	100	
Avonmouth	GPE	been the usual foretaste of winter, rather sharp for Avonmouth, and though a trifle to what it was in	1641	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Avonmouth	GPE	back again, and re-asserted the claim of Avonmouth to be a sort of English Mentone; but drying	1642	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Avonmouth	GPE	No wonder Avonmouth was astonished, and that guesses were not confined to	1664	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Mackarel Lane	GPE	was astonished, and that guesses were not confined to Mackarel Lane.	1664	Macparel Charoen Rat 7 Yaek 9, Bang Khlo, Bang Kho Laem, Bangkok 10120, THA	POI	Business Facility	Charoen Rat 7 Yaek 9	Charoen Rat 7 Yaek 9		Bang Khlo	Bang Kho Laem	Bangkok	Thailand	THA	100.51571000000007	13.694520000000068	70	
London	GPE	southern clergyman to exchange duties for the winter with a London incumbent who has a delicate wife, and of course	1667	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Myrtlewood	GPE	go on on these terms, either here or at Myrtlewood, unless the true state of the case is known	1678	Myrtlewood, AL, USA	Locality	City				Myrtlewood	Marengo County	Alabama	United States	USA	-87.95109999999994	32.250620000000026	100	
Homestead	GPE	“I have so wished them to know at the Homestead,” and her deepened colour revealed, against her	1716	Homestead, FL, USA	Locality	City				Homestead	Miami-Dade County	Florida	United States	USA	-80.46549999999996	25.476510000000076	100	
Avonmouth	GPE	That Avonmouth should have no suspicion of the cause of the sudden	1720	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
London	GPE	tolerate Mr. Mauleverer. She had great hopes from a London incumbent, and, besides, Bessie Keith knew him	1721	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Avonmouth	GPE	importation of favourite patients to enjoy the balmy breezes of Avonmouth.	1727	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
St. Herbert’s	GPE	would, the first leisure day, come over to St. Herbert’s with her, and inspect. He did not fly	1728	Herberts, East Brunswick Twp, NJ, USA	Locality	Village				East Brunswick Twp	Middlesex County	New Jersey	United States	USA	-74.42267999999996	40.43581000000006	91.99	
Lovedy	GPE	the children’s progress, and talking quite enthusiastically of Lovedy’s sweetness and intelligence. Perhaps she would turn out	1742	Loveday, South Australia, AUS	Locality	City				Loveday		South Australia	Australia	AUS	140.42933000000005	-34.27872999999994	85.71	
St. Mary’s	GPE	, from some poor nuns that were turned out of St. Mary’s, at Avoncester, thought she did an immense benefit	1745	St. Mary's, NS, CAN	Locality	City				St. Mary's	Guysborough County	Nova Scotia	Canada	CAN	-62.17065524099996	45.19239603600005	100	
Burnaby	GPE	the place by buying the bit of land known as Burnaby’s Bargain, and making the rents go yearly to	1745	Burnaby, BC, CAN	Locality	City				Burnaby	Greater Vancouver Regional District	British Columbia	Canada	CAN	-122.97964599999995	49.24939200000006	100	
Myrtlewood	GPE	of maiden devotion, when in passing the gates of Myrtlewood, she was greeted by Captain Keith and his bright	1762	Myrtlewood, AL, USA	Locality	City				Myrtlewood	Marengo County	Alabama	United States	USA	-87.95109999999994	32.250620000000026	100	
Mackarel Lane	GPE	They were by this time in Mackarel Lane. Rachel would have given much to have been able	1781	Macparel Charoen Rat 7 Yaek 9, Bang Khlo, Bang Kho Laem, Bangkok 10120, THA	POI	Business Facility	Charoen Rat 7 Yaek 9	Charoen Rat 7 Yaek 9		Bang Khlo	Bang Kho Laem	Bangkok	Thailand	THA	100.51571000000007	13.694520000000068	70	
England	GPE	is strange I never perceived it before his return to England.”	1850	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	decidedly his duty, and then he does it as England expects.”	1851	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Lucknow	GPE	memory of her father’s last siege—that of Lucknow.	1916	Lucknow, Uttar Pradesh, IND	Locality	City				Lucknow	Lucknow	Uttar Pradesh	India	IND	80.92135000000007	26.85471000000007	100	
Melbourne	GPE	a loss. I think it was at our last Melbourne ball, that when she went to the nursery to	1923	Melbourne, Victoria, AUS	Locality	City				Melbourne		Victoria	Australia	AUS	144.96751000000006	-37.81738999999993	100	
St. Herbert’s	GPE	. She had been making strenuous efforts to get to St. Herbert’s, with Mr. Mitchell, for some time past,	1943	Herberts, East Brunswick Twp, NJ, USA	Locality	Village				East Brunswick Twp	Middlesex County	New Jersey	United States	USA	-74.42267999999996	40.43581000000006	91.99	
London	GPE	talk of arranging for some one or two of his London orphans, thanked her rather shortly, but said there	1945	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
