Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
St. Petersburg	GPE	uncle of mine, the head of our firm in St. Petersburg.  He was very good to me, but	124	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
London	GPE	speaks English most fluently, indeed he has lived in London since the spring of 1881—he told me so	137	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
unintellectual	GPE	reflected the author, glancing at Mrs. Selldon’s placid unintellectual face.  “What on earth can I say	162	Intellektual, ulitsa Tel'mana, 7, Gvardeysk, Gvardeyskiy rayon, Kaliningradskaya oblast', 238210, RUS	POI	Indoor Sports	ulitsa Tel'mana, 7	Tel'mana	7		Gvardeyskiy rayon	Kaliningradskaya oblast'	Rossiya	RUS	21.069660000000056	54.64867000000004	82	
Windsor	GPE	quiet country district for a few months—somewhere near Windsor, or Reigate, or Muddleton.  There is	172	Windsor, ON, CAN	Locality	City				Windsor	Essex County	Ontario	Canada	CAN	-83.03522499999997	42.31743800000004	100	
England	GPE	in the month of March 1881, and to reach England safely.  I fear it is only too often	191	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Shrewsbury	GPE	Shrewsbury, flattering himself that he had left a good impression	193	Shrewsbury, Shropshire, England, GBR	Locality	City				Shrewsbury	Shropshire	England	United Kingdom	GBR	-2.754327651999972	52.708181540000055	100	
London	GPE	London in early September is a somewhat trying place.  	197	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Shrewsbury	GPE	in the depths of an armchair at the Club, Shrewsbury was greeted by one of his friends.	198	Shrewsbury, Shropshire, England, GBR	Locality	City				Shrewsbury	Shropshire	England	United Kingdom	GBR	-2.754327651999972	52.708181540000055	100	
Switzerland	GPE	“I thought you were in Switzerland, old fellow!” he exclaimed, yawning and	199	Switzerland	Locality	Country							Switzerland	CHE	8.245024096000066	46.79981744200006	100	
Switzerland	GPE	,” said the limp-looking young man from Switzerland.  “I say, have a game of	208	Switzerland	Locality	Country							Switzerland	CHE	8.245024096000066	46.79981744200006	100	
Shrewsbury	GPE	Shrewsbury, with prodigious yawn, dragged himself up out of	209	Shrewsbury, Shropshire, England, GBR	Locality	City				Shrewsbury	Shropshire	England	United Kingdom	GBR	-2.754327651999972	52.708181540000055	100	
Shrewsbury	GPE	“Shrewsbury the novelist,” he thought to himself.  	210	Shrewsbury, Shropshire, England, GBR	Locality	City				Shrewsbury	Shropshire	England	United Kingdom	GBR	-2.754327651999972	52.708181540000055	100	
St. Petersburg	GPE	letter to a Russian friend of his who lived at St. Petersburg, and who might very likely be able to give	211	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
London	GPE	, by name Sigismund Zaluski, the head of the London branch of the firm of Zaluski and Zernoff, at	212	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
St. Petersburg	GPE	branch of the firm of Zaluski and Zernoff, at St. Petersburg.  Will you kindly make inquiries for me as	212	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
St. Petersburg	GPE	.  It is said that this Sigismund Zaluski left St. Petersburg in March 1881, after the assassination of the late	212	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
Russia	GPE	Curiously enough, I must actually have started for Russia on the same day that Sigismund Zaluski was summoned by	216	Russia	Locality	Country							Russia	RUS	96.80537153400007	61.989526183000066	100	
St. Petersburg	GPE	day that Sigismund Zaluski was summoned by his uncle at St. Petersburg to return on a matter of urgent business.  	216	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
England	GPE	, reminding Gertrude that he need not be away from England for more than a fortnight, he took leave of	216	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
St. Petersburg	GPE	my envelope, I at length reached my destination at St. Petersburg and was read by Dmitry Leonoff.  He was	217	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
St. Petersburg	GPE	black and white; and, as everybody knows, St. Petersburg is not London.	217	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
London	GPE	and, as everybody knows, St. Petersburg is not London.	217	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
England	GPE	and dreaming of Gertrude and of his idyllic summer in England, when his bedroom door was forced open and he	225	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	“How I shall make them laugh in England when I tell them of this ridiculous affair!”	227	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	” he exclaimed, “I have been resident in England for some time.  I have no connection whatever	230	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	Oh, we are well aware of your residence in England,” said the pristav.  “You left	231	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
St. Petersburg	GPE	,” said the pristav.  “You left St. Petersburg early in March 1881.  We are well aware	231	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
England	GPE	idea would have made him laugh had he been in England.  In St. Petersburg, and under these circumstances	232	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
St. Petersburg	GPE	him laugh had he been in England.  In St. Petersburg, and under these circumstances, it made him tremble	232	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
England	GPE	denials were received with scornful incredulity, his departure for England just after the assassination, and his prolonged absence from	235	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Russia	GPE	just after the assassination, and his prolonged absence from Russia, of course gave colour to the accusation, and	235	Russia	Locality	Country							Russia	RUS	96.80537153400007	61.989526183000066	100	
England	GPE	he fancied that he might live through a journey to England and see her once again.	261	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	was thinking, and I winged my way back to England, and soon found myself in the drowsy, respectable	265	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
